Loss,Train Acc,Dev Acc
348.5987338082269,0.396,0.3893805309734513
226.8353271838551,0.487,0.4823008849557522
182.74203291503866,0.564,0.5110619469026548
150.23547444450304,0.6206,0.577433628318584
126.40873175116036,0.6818,0.6106194690265486
107.73175479551172,0.7536,0.6570796460176991
89.8612503336123,0.8034,0.672566371681416
71.7881696721753,0.8046,0.6592920353982301
62.8226580030332,0.8772,0.668141592920354
50.234337128684075,0.9144,0.6991150442477876
40.31626908520801,0.9272,0.7035398230088495
33.49096098128232,0.8538,0.6548672566371682
28.973791100152166,0.9588,0.7168141592920354
21.55651018706175,0.9498,0.6991150442477876
17.338229811541723,0.971,0.7035398230088495
17.829564348739886,0.976,0.7234513274336283
12.392172512245008,0.9814,0.7212389380530974
10.032958269655209,0.9796,0.7079646017699115
9.218896491655006,0.9756,0.6969026548672567
7.93372585985778,0.9886,0.7146017699115044
6.672882941512102,0.9918,0.7146017699115044
5.995273273318196,0.9918,0.7168141592920354
5.423707898185175,0.99,0.7013274336283186
5.334976153971902,0.992,0.7035398230088495
4.9385889269401995,0.9888,0.7168141592920354
4.9940910432859775,0.9928,0.7123893805309734
