Loss,Train Acc,Dev Acc
550.3111784681945,0.0974,0.09955752212389381
384.9215713042745,0.1086,0.12831858407079647
334.8474148776779,0.1782,0.1570796460176991
321.2360256601973,0.2,0.1902654867256637
297.52037055896085,0.2712,0.27654867256637167
277.3783487596384,0.3532,0.32964601769911506
253.73764566469976,0.3628,0.3230088495575221
228.54706483887233,0.4376,0.37831858407079644
206.2424231278647,0.4746,0.40486725663716816
188.7879884801267,0.5308,0.49557522123893805
167.0012886520641,0.5928,0.5309734513274337
151.47460021957474,0.6402,0.5619469026548672
139.4572935752729,0.655,0.5663716814159292
124.55124888515789,0.6864,0.5685840707964602
116.35618089931161,0.6712,0.5685840707964602
104.96260245269445,0.7334,0.6106194690265486
97.58474773583858,0.7904,0.6106194690265486
87.99250259092781,0.774,0.6415929203539823
78.05596130065928,0.7936,0.6327433628318584
66.29043158017299,0.8126,0.5929203539823009
60.98541795430232,0.8438,0.6172566371681416
53.85457445799533,0.87,0.6349557522123894
44.72879941065814,0.8406,0.5951327433628318
40.639585492887804,0.882,0.6216814159292036
33.32812286694191,0.9222,0.6371681415929203
27.452851423047054,0.9452,0.6261061946902655
21.357283041267063,0.9624,0.6194690265486725
17.914700452743148,0.9728,0.6570796460176991
11.881548133948057,0.9702,0.6438053097345132
9.384456801458247,0.9698,0.6238938053097345
8.251127308580518,0.9912,0.6592920353982301
6.25538484119654,0.9934,0.672566371681416
4.3577509742186775,0.9972,0.6592920353982301
2.871380753374649,0.9986,0.6703539823008849
2.6992143911089683,0.996,0.6548672566371682
2.1931893903126283,0.9988,0.661504424778761
1.6368156590233107,0.9984,0.661504424778761
1.3910759525385847,0.9986,0.668141592920354
1.3000800161806882,0.9974,0.661504424778761
2.2588851172612294,0.9976,0.6703539823008849
1.5723430804035985,0.999,0.661504424778761
1.075343083099071,0.9986,0.6637168141592921
